Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-89.0431,0.0000,0.5000,65.6603,-0.0004,-0.0585,0.0000,0.1768,0.0006,-0.0007,169.3886
3,-89.0430,0.0000,0.5000,65.6635,-0.0004,-0.0585,-0.0000,0.1768,0.0006,-0.0007,169.3904
5,-89.0430,0.0000,0.5000,65.6668,-0.0004,-0.0585,-0.0000,0.1768,0.0006,-0.0007,169.3979
7,-89.0430,0.0000,0.5000,65.6700,-0.0004,-0.0585,0.0000,0.1769,0.0006,-0.0007,169.4053
9,-89.0429,0.0000,0.5000,65.6732,-0.0004,-0.0585,0.0000,0.1769,0.0006,-0.0007,169.4127
11,-63.0133,52.0590,0.5000,65.6740,-621.8652,-5.1397,-0.0000,10.3345,0.0194,0.0012,1058.8553
13,26.1068,-4.1412,0.5000,66.3477,-0.7049,-95.5568,-4976.0414,7628.9371,1.2877,0.2794,0.0042
15,19.4727,-2.5399,0.5000,74.9165,-0.0000,-105.4638,-6397.7683,7563.5097,6.0037,0.5551,0.0137
17,16.3207,-1.1321,0.5000,101.8492,-0.0000,-110.5963,-6257.6573,5819.8157,12.2153,0.8221,0.0242
19,15.1259,-0.3043,0.5000,146.4773,-0.0000,-111.9141,-5846.9839,4493.4124,18.2914,1.0937,0.0298
21,15.2728,0.2584,0.5000,196.3014,-0.0000,-110.5066,-5392.5291,3641.4020,23.9569,1.3820,0.0287
23,16.1345,0.4991,0.5000,242.8243,-0.0000,-107.6949,-4965.8540,3125.5416,28.9134,1.6866,0.0244
25,17.1905,0.5273,0.5000,283.5056,-0.0000,-104.6770,-4592.0378,2798.3764,32.9440,1.9989,0.0202
27,18.1710,0.4618,0.5000,318.1614,-0.0000,-101.8357,-4254.3775,2551.4451,36.2492,2.3318,0.0169
29,18.9838,0.3728,0.5000,347.3168,-0.0000,-99.4105,-3961.5456,2347.7809,38.8107,2.6745,0.0146
31,19.6240,0.2901,0.5000,371.6626,-0.0000,-97.5685,-3732.1283,2184.2797,40.5970,2.9902,0.0132
33,20.1172,0.2224,0.5000,391.8774,0.0000,-95.9943,-3530.2462,2033.3079,41.9939,3.3121,0.0121
35,20.4935,0.1693,0.5000,408.5714,-0.0000,-94.2264,-3297.5354,1848.8405,43.3837,3.7479,0.0112
37,20.7791,0.1282,0.5000,422.2739,-0.0000,-93.0890,-3145.3942,1722.0053,44.1559,4.0790,0.0107
39,20.9943,0.0962,0.5000,433.4361,-0.0000,-91.7566,-2966.3311,1566.9716,44.9201,4.5257,0.0102
41,21.1541,0.0709,0.5000,442.4398,0.0000,-90.8639,-2846.8938,1460.6260,45.3426,4.8639,0.0100
43,21.2699,0.0506,0.5000,449.6069,0.0000,-90.0425,-2738.1028,1362.1697,45.6690,5.2043,0.0098
45,21.3500,0.0341,0.5000,455.2088,0.0000,-89.2788,-2638.4343,1270.9825,45.9228,5.5467,0.0097
47,21.4005,0.0203,0.5000,459.4741,0.0000,-88.5624,-2546.6396,1186.4819,46.1229,5.8907,0.0096
49,21.4262,0.0086,0.5000,462.5960,0.0000,-87.8855,-2461.7054,1108.1162,46.2845,6.2362,0.0096
51,21.4305,-0.0015,0.5000,464.7381,-0.0000,-86.9310,-2345.3700,1000.9776,46.4804,6.7565,0.0096
53,21.4164,-0.0103,0.5000,466.0393,-0.0000,-86.3288,-2274.2233,935.8358,46.5932,7.1046,0.0096
55,21.3859,-0.0181,0.5000,466.6175,-0.0000,-85.7499,-2207.5702,875.2525,46.6996,7.4532,0.0097
57,21.3408,-0.0251,0.5000,466.5737,-0.0000,-85.0489,-2129.2341,804.7963,46.8328,7.8936,0.0098
59,21.2825,-0.0315,0.5000,465.9940,0.0000,-84.6399,-2084.7514,765.2348,46.9157,8.1596,0.0099
61,21.2123,-0.0372,0.5000,464.9527,0.0000,-83.8498,-2001.4539,692.2089,47.0930,8.6917,0.0100
63,21.1311,-0.0425,0.5000,463.5134,-0.0000,-83.4676,-1962.4003,658.5160,47.1893,8.9576,0.0102
65,21.0399,-0.0474,0.5000,461.7311,0.0000,-83.0931,-1924.9362,626.5637,47.2917,9.2234,0.0103
67,20.9394,-0.0519,0.5000,459.6534,-0.0000,-82.3653,-1854.4202,567.5035,47.5165,9.7543,0.0106
69,20.8303,-0.0561,0.5000,457.3215,-0.0000,-82.0112,-1821.2082,540.2218,47.6396,10.0192,0.0107
71,20.7133,-0.0599,0.5000,454.7713,-0.0000,-81.3205,-1758.5173,489.7633,47.9082,10.5480,0.0110
73,20.5890,-0.0634,0.5000,452.0339,0.0000,-80.9832,-1728.9160,466.4423,48.0539,10.8116,0.0112
75,20.4580,-0.0667,0.5000,449.1367,0.0000,-80.3233,-1672.9260,423.2884,48.3679,11.3373,0.0116
77,20.3208,-0.0697,0.5000,446.1033,-0.0000,-79.9999,-1646.4317,403.3361,48.5361,11.5992,0.0118
79,20.1779,-0.0725,0.5000,442.9548,0.0000,-79.6806,-1620.8775,384.3920,48.7115,11.8605,0.0120
81,20.0297,-0.0750,0.5000,439.7094,0.0000,-79.0532,-1572.4407,349.3215,49.0838,12.3809,0.0125
83,19.8769,-0.0773,0.5000,436.3832,-0.0000,-78.7444,-1549.4704,333.1001,49.2802,12.6400,0.0128
85,19.7197,-0.0794,0.5000,432.9903,-0.0000,-78.1360,-1505.8478,303.0624,49.6925,13.1559,0.0133
87,19.5586,-0.0812,0.5000,429.5432,-0.0000,-77.8359,-1485.1364,289.1644,49.9079,13.4127,0.0136
89,19.3940,-0.0829,0.5000,426.0528,0.0000,-77.5381,-1465.1193,275.9626,50.1293,13.6685,0.0138
